Name,Surname,Client Code,Reference Month,Total Liquidity,Total Loans/Engagements,Total Investments,Interest Margin,Food Expenses,Transport Expenses,Entertainment Expenses,Healthcare Expenses,Consultant Name,Consultant Code
Daniel,Levy,93a66cd0-6e1f-400d-83e7-9afe297894e4,2024-04-01,46097.805,10.0,9964.177,14.999999,200.0,172.69739,53.0,102.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Daniel,Levy,93a66cd0-6e1f-400d-83e7-9afe297894e4,2024-05-01,39052.62,10.0,9841.359,14.999999,200.0,171.67513,53.0,102.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Daniel,Levy,93a66cd0-6e1f-400d-83e7-9afe297894e4,2024-06-01,33898.594,10.0,9757.179,14.999999,200.0,168.78767,53.0,102.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Daniel,Levy,93a66cd0-6e1f-400d-83e7-9afe297894e4,2024-07-01,30320.057,10.0,9701.73,14.999999,200.0,165.14035,53.0,102.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Daniel,Levy,93a66cd0-6e1f-400d-83e7-9afe297894e4,2024-08-01,27753.86,10.0,9671.338,14.999999,200.0,162.23088,53.0,102.0,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Daniel,Levy,93a66cd0-6e1f-400d-83e7-9afe297894e4,2024-09-01,25773.139,10.0,9672.7,14.999999,200.0,160.96931,53.0,105.064316,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Daniel,Levy,93a66cd0-6e1f-400d-83e7-9afe297894e4,2024-10-01,25740.0,10.0,9697.479,14.999999,200.0,160.75659,53.0,110.2388,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Daniel,Levy,93a66cd0-6e1f-400d-83e7-9afe297894e4,2024-11-01,25740.0,10.0,9736.094,14.999999,200.0,162.0202,53.0,116.182724,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Daniel,Levy,93a66cd0-6e1f-400d-83e7-9afe297894e4,2024-12-01,25740.0,10.0,9781.683,14.999999,200.0,164.0993,53.0,122.6036,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-01-01,11800.104,10.0,17509.0,12.204666,603.6266,153.5269,51.0,284.97598,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-02-01,12015.365,120.46533,17509.0,11.870057,604.56036,156.76283,51.0,284.00262,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-03-01,12142.513,453.39407,17509.0,11.727029,604.5872,157.7921,51.0,284.08755,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-04-01,12196.216,670.5839,17509.0,11.792559,604.18823,159.94391,51.0,285.13977,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-05-01,12268.723,696.6268,17509.0,11.8196,603.33203,162.03137,51.0,285.9519,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-06-01,12341.079,757.7015,17509.0,11.861838,602.48566,164.10088,51.0,286.75137,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-07-01,12412.942,819.0679,17509.0,11.912567,601.6568,166.09897,51.0,287.5431,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-08-01,12487.266,857.296,17509.0,11.961615,600.81854,168.00644,51.0,288.2917,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-09-01,12563.642,896.7013,17509.0,12.011867,600.0125,169.83972,51.0,289.01752,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-10-01,12642.105,932.96405,17509.0,12.062752,599.2306,171.59575,51.0,289.72015,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-11-01,12722.824,964.3716,17509.0,12.113548,598.4711,173.27542,51.0,290.3983,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Kimberly,Nguyen,d9d3714b-ecb5-4b4c-89d8-7c0a228eb289,2024-12-01,12805.778,993.0852,17509.0,12.164532,597.7374,174.88263,51.0,291.05496,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-01-01,75660.63,10.0,3720.5105,38.724712,603.2574,218.13712,178.8587,270.61322,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-02-01,75878.34,10.0,3721.143,38.78267,605.5278,215.31952,178.01947,269.26675,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-03-01,76355.34,10.0,3726.723,39.099384,606.4506,207.96603,178.14893,268.79077,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-04-01,76911.055,10.0,3731.055,39.373726,607.33185,200.54678,178.38939,268.35468,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-05-01,77444.305,10.0,3734.8774,39.635853,608.1091,193.2224,178.6599,267.94147,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-06-01,77964.24,10.0,3737.9324,39.8858,608.77,185.94154,178.96834,267.5685,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-07-01,78465.59,10.0,3740.3574,40.125984,609.3241,178.71645,179.317,267.2383,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-08-01,78958.11,10.0,3742.0652,40.355732,609.8248,171.54237,179.72113,266.95514,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-09-01,79442.57,10.0,3743.0325,40.577385,610.31036,164.41837,180.19043,266.72342,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-10-01,79914.69,10.0,3743.345,40.793205,610.7888,157.3505,180.72583,266.54623,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-11-01,80374.71,10.0,3743.0676,41.003433,611.2663,150.34175,181.32916,266.4262,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Deborah,Morgan,9757430c-7e9f-4dd6-84ba-d569a0e922ff,2024-12-01,80825.07,10.0,3742.3586,41.211628,611.8312,143.407,181.99733,266.3765,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-01-01,64362.742,10.0,38824.35,44.403442,476.2734,101.0,134.48692,107.332855,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-02-01,65330.727,10.0,38633.902,44.995136,473.87863,101.0,132.0724,107.471985,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-03-01,65804.75,95.45913,38390.254,45.294224,473.7647,101.0,128.90376,107.723335,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-04-01,66311.81,192.80089,38154.74,45.481567,473.69058,101.0,125.493126,108.16882,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-05-01,66799.086,305.60468,37905.56,45.67534,473.52356,101.0,121.81033,108.848465,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-06-01,67276.055,433.37723,37650.043,45.869778,473.35617,101.0,117.858604,109.67674,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-07-01,67745.55,558.0416,37385.31,46.06049,473.2043,101.0,113.636955,110.706024,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-08-01,68205.32,690.50793,37112.39,46.2483,473.07968,101.0,109.15234,111.93852,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-09-01,68655.47,826.93256,36831.63,46.43256,472.98596,101.0,104.40888,113.39691,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-10-01,69096.13,964.53595,36543.65,46.612778,472.92596,101.0,99.41258,115.10073,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-11-01,69527.08,1102.8121,36249.203,46.789078,472.90656,101.0,94.173294,117.065865,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Christopher,Clark,3c10191d-b351-4d35-9ad1-73a4918ceb77,2024-12-01,69948.73,1239.5,35949.19,46.96138,472.93417,101.0,88.70172,119.308426,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-01-01,4149.673,10.0,27395.969,10.852579,574.50134,333.09494,131.03627,245.94455,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-02-01,4173.6177,10.0,27432.604,10.728975,575.52545,331.77997,130.75821,244.55478,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-03-01,4186.3833,10.0,27458.658,10.701048,577.0649,329.55527,130.34753,244.21127,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-04-01,4200.368,10.0,27490.766,10.661391,578.8353,327.41986,129.83167,243.85587,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-05-01,4214.8667,10.0,27521.457,10.633082,580.66986,325.34314,129.2575,243.52237,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-06-01,4229.505,10.0,27551.27,10.617076,582.52106,323.2744,128.62624,243.20583,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-07-01,4244.461,10.0,27581.252,10.608126,584.399,321.21143,127.94384,242.90073,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-08-01,4259.6963,10.0,27611.51,10.60594,586.2872,319.1423,127.21677,242.6023,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-09-01,4275.1885,10.0,27642.316,10.609661,588.1752,317.05716,126.449905,242.30576,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-10-01,4290.9365,10.0,27673.932,10.618345,590.05524,314.94846,125.6473,242.00693,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-11-01,4306.9365,10.0,27706.557,10.6313715,591.91925,312.80933,124.81244,241.7024,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Paula,Campbell,a52893f8-1980-4ceb-b128-46d78bfba5b3,2024-12-01,4323.1855,10.0,27740.354,10.648218,593.75995,310.63364,123.948326,241.38899,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-01-01,18300.55,10.0,16873.453,14.322162,399.8795,370.9318,193.2003,181.09712,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-02-01,18425.166,10.0,16821.775,14.45077,395.36456,370.33304,193.18854,180.63745,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-03-01,18431.578,10.0,16779.428,14.573229,391.51398,370.5713,193.00298,182.08524,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-04-01,18481.682,10.0,16740.834,14.614641,387.33298,370.7037,192.7928,183.51259,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-05-01,18532.72,10.0,16702.525,14.646586,382.9771,370.9116,192.61742,184.9992,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-06-01,18586.473,10.0,16664.068,14.668163,378.4134,371.13583,192.4596,186.54955,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-07-01,18640.676,10.0,16625.092,14.682165,373.63843,371.35263,192.31622,188.17342,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-08-01,18693.336,10.0,16585.357,14.6917925,368.64365,371.5514,192.1844,189.87868,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-09-01,18744.115,10.0,16544.379,14.698494,363.34393,371.72925,192.04446,191.68663,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-10-01,18792.68,10.0,16502.016,14.702284,357.71442,371.8828,191.8942,193.60757,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-11-01,18838.66,10.0,16458.137,14.703153,351.73087,372.00897,191.73228,195.65178,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Austin,Richardson,e44e33a9-e5f6-4ae7-99d7-9542ed90308c,2024-12-01,18881.729,10.0,16412.611,14.700946,345.36554,372.10388,191.55751,197.8306,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-01-01,75855.11,10.0,19063.13,44.088154,200.0,119.264854,56.18699,117.42351,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-02-01,76516.766,10.0,19054.371,43.876366,200.0,117.04905,60.363903,113.96795,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-03-01,76571.53,10.0,19039.844,43.59754,200.0,112.65282,64.27311,110.435196,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-04-01,76542.33,10.0,19020.447,43.520187,200.0,107.831505,68.27142,107.04085,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-05-01,76582.88,10.0,18997.893,43.47582,200.0,102.92292,72.01054,103.87941,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-06-01,76681.305,10.0,18973.043,43.462624,200.0,102.0,75.62287,100.93336,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-07-01,76813.08,10.0,18946.834,43.474342,200.0,102.0,79.014824,100.00001,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-08-01,76946.32,10.0,18920.26,43.507744,200.0,102.0,82.13582,100.00001,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-09-01,77104.68,10.0,18893.291,43.559994,200.0,102.0,85.013214,100.00001,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-10-01,77275.24,10.0,18866.988,43.633976,200.0,102.0,87.67949,100.00001,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-11-01,77463.29,10.0,18841.611,43.723488,200.0,102.0,90.15605,100.00001,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Brian,Alexander,e960ffc0-736e-4a38-ac58-cac0f74a8763,2024-12-01,77674.16,10.0,18817.201,43.82188,200.0,102.0,92.46429,100.00001,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-01-01,34950.574,10.0,12175.0,21.15622,672.5646,149.1988,50.000004,224.93143,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-02-01,35181.637,10.0,12175.0,21.24469,666.2141,151.12508,50.000004,224.92178,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-03-01,35090.76,10.0,12175.0,21.3784,661.4977,151.22414,50.000004,223.12808,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-04-01,35055.566,10.0,12175.0,21.381742,656.059,150.7992,50.000004,221.20126,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-05-01,35037.57,10.0,12175.0,21.369463,650.48535,150.44803,50.000004,219.3339,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-06-01,35021.734,10.0,12175.0,21.360844,644.7989,150.25388,50.000004,217.6079,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-07-01,35009.797,10.0,12175.0,21.350609,639.01373,150.12985,50.000004,216.02972,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-08-01,35000.336,10.0,12175.0,21.340572,633.144,150.07106,50.000004,214.59984,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-09-01,34993.113,10.0,12175.0,21.330908,627.1937,150.07614,50.000004,213.313,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-10-01,34987.906,10.0,12175.0,21.321466,621.16473,150.14792,50.000004,212.16519,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-11-01,34984.6,10.0,12175.0,21.312288,615.061,150.28175,50.000004,211.15129,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Monique,Carpenter,d1ff2e7a-554f-48bd-8f9c-1ddd664af7ff,2024-12-01,34983.12,10.0,12175.0,21.303373,608.88635,150.47339,50.000004,210.26596,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-01-01,7093.721,10.0,23063.293,10.630904,461.23926,211.00998,143.36029,104.03842,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-02-01,7041.1284,10.0,22985.693,10.558054,462.50104,212.88551,145.33943,103.00233,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-03-01,7201.291,10.0,22954.846,10.620218,464.36725,213.2922,145.5773,104.620155,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-04-01,7346.0664,10.0,22923.074,10.648174,466.16397,213.47125,145.75395,106.01986,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-05-01,7478.4497,10.0,22890.066,10.704277,467.93686,213.71172,145.88385,107.3103,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-06-01,7608.0522,10.0,22858.58,10.764162,469.6658,213.97678,146.01006,108.53252,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-07-01,7734.173,10.0,22828.262,10.823079,471.3531,214.24683,146.12317,109.66716,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-08-01,7856.9067,10.0,22799.049,10.882898,473.009,214.54118,146.23167,110.71829,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-09-01,7976.837,10.0,22770.95,10.94209,474.63565,214.85928,146.3368,111.68976,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-10-01,8094.214,10.0,22743.904,11.000347,476.234,215.20158,146.4395,112.58525,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-11-01,8209.22,10.0,22717.857,11.057656,477.80557,215.56853,146.54057,113.40843,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Gabriel,Winters,22b15308-68e0-4dfa-8f35-7d4faf7424b7,2024-12-01,8322.026,10.0,22692.752,11.113932,479.35147,215.95952,146.64021,114.16267,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-01-01,7352.902,10.0,461.0,2.9045756,587.0189,263.48444,144.85497,273.5741,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-02-01,7230.8403,10.0,461.0,2.847093,581.2351,259.84412,147.31366,270.42258,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-03-01,7108.6245,10.0,461.0,2.7755966,575.2689,259.1773,151.2743,268.70126,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-04-01,6985.2188,10.0,461.0,2.707026,568.98785,258.70786,154.8767,266.8929,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-05-01,6864.747,10.0,461.0,2.6432862,562.6886,258.19885,158.38826,264.94485,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-06-01,6748.2188,10.0,461.0,2.5856931,556.5161,257.58563,161.8453,262.97302,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-07-01,6635.643,10.0,461.0,2.5335953,550.46576,256.88385,165.23552,260.98282,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-08-01,6526.8335,10.0,461.0,2.4865701,544.5289,256.10266,168.55327,258.9744,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-09-01,6421.704,10.0,461.0,2.4444017,538.691,255.22934,171.80821,256.94064,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-10-01,6320.6294,10.0,461.0,2.406314,532.9286,254.21938,175.02396,254.89629,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-11-01,6223.691,10.0,461.0,2.3708148,527.2306,253.0771,178.20787,252.87749,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Dorothy,York,9d7abe09-5fae-4513-99b4-fb637804cc15,2024-12-01,6130.122,10.0,461.0,2.3375077,521.5819,251.84605,181.36841,250.86313,Ashley Marks,d8580066-8b68-46d8-b946-afe7520e11de
Wesley,Mitchell,45dc810f-c385-4192-a96b-bfe1cfdcfbdf,2024-01-01,26808.605,319.4813,4255.0,5.0,364.193,360.64737,87.88783,233.38564,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
Wesley,Mitchell,45dc810f-c385-4192-a96b-bfe1cfdcfbdf,2024-02-01,24962.656,10.0,4255.0,5.0,362.88214,377.09558,82.42356,241.89249,Patrick Walker,89c7e841-0470-4981-a7f4-bdd51b9e3602
